year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,time_remaining_or_date_sold
2014,Subaru,Outback,2.0D Premium B5A Turbo Diesel CVT Wagon,Wagon,5.0,2014-06,2014-08,JF2BRDKY5EG064633,1EPF207,WA,25-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Diesel,CVT,133261,km,Dark Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060900/motor-vehicles-motor-cycles/2014-subaru-outback-2-0d-premium-b5a-turbo-diesel-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on rear passenger side
Front Seat worn driver
Medium Scuff on various panels","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 18e",,,,sold,112.0,"$8,000",2025-06-26
2005,Toyota,Hilux,SR5 (4x4) KUN26R Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2005-02,2005-02,MR0FZ29G201509255,1BXB766,WA,29-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,3.0,Diesel,Automatic,313920,km,Green,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060901/motor-vehicles-motor-cycles/2005-toyota-hilux-sr5-4x4-kun26r-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on either side","Air Conditioning, Bull Bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 19e",,,,sold,101.0,"$8,900",2025-06-26
2014,Jeep,Grand,Cherokee Limited WK Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2014-02,2014-06,1C4RJFFM7EC442782,1HUK986,WA,"07-06-2025 - Please note this vehicle license has expired, but can be paid until 07/09/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,6.0,3.0,Diesel,Automatic - 8 Speed,231277,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060902/motor-vehicles-motor-cycles/2014-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-8-speed-wagon,"Medium Scuff on front bumper
Medium Scratch on various minor scratches on boot
Seat Torn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 23e",,,,sold,71.0,"$6,000",2025-06-26
2011,Land,Rover,Range Rover Evoque Si4 PURE Auto Wagon(WOVR-INSPECTED),Wagon,5.0,2011-09,2012-04,SALVA2AG2CH608823,1FCP267 - plate change to standard state plates required,WA,09-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Petrol,Automatic,172204,km,Dark Grey,Cream Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060903/motor-vehicles-motor-cycles/2011-land-rover-range-rover-evoque-si4-pure-auto-wagon-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on minor scuffs along both sides of vehicle
Medium Dent on rear passenger door
Front Seat worn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 36e",,,,sold,123.0,"$9,310",2025-06-26
2016,Ford,Ranger,XLS 4X4 PX II Turbo Diesel Manual Dual Cab,Dual Cab Chassis,5.0,2016-09,2016-10,MNAUMFF50GW631473,SW19978,WA,28-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,5.0,3.2,Diesel,Manual,136658,km,White,Black,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060923/motor-vehicles-motor-cycles/2016-ford-ranger-xls-4x4-px-ii-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Front Seat Marks Driver & Passenger
Gear Knob Worn
Door card Worn.
Paint cracked Roof
Front and rear, both show signs of touch up paint on bumper.","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Nudge Bar & Snorkel, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 23D",,,,sold,100.0,"$13,200",2025-06-26
2012,Hyundai,i20,Active PB Automatic Hatchback,Hatchback,5.0,2012-08,Unable to locate,MALBB51CMDM460442,1EEJ151,WA,"19-06-2025 - Please note this vehicle license has expired, but can be paid until 19/09/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,4.0,1.4,Petrol,Automatic,183799,km,Blue,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9060924/motor-vehicles-motor-cycles/2012-hyundai-i20-active-pb-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Dent on passenger door
Medium Scratch on rear driver door
Large Dent on various panels","Air Conditioning, CD Player, Central Locking, Climate Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 37e",,,,sold,25.0,"$2,409",2025-06-26
2006,Jaguar,X,Type 2.1 SE X400 Automatic Sedan,Sedan,5.0,2006-04,2006-07,SAJAG51S86YJ01778,1CIM816,WA,03-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,2.1,Petrol,Automatic,221947,km,Light Blue,Beige Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060925/motor-vehicles-motor-cycles/2006-jaguar-x-type-2-1-se-x400-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading boot and roof
Large Scratch on across bonnet and among the passenger side
Hood Lining Sagging
Front Seat worn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 40e",,,,sold,17.0,"$1,209",2025-06-26
2012,BMW,3,Series 328i F30 Automatic - 8 Speed Sedan,Sedan,5.0,2012-02,2012-04,WBA3A56080NN64543,1DWJ918,WA,19/10/2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Petrol,Automatic - 8 Speed,159071,km,Silver,Black Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9060926/motor-vehicles-motor-cycles/2012-bmw-3-series-328i-f30-automatic-8-speed-sedan,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine light ON","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 34E",,,,sold,49.0,"$4,300",2025-06-26
2006,Suzuki,Swift,EZ Automatic Hatchback,Hatchback,5.0,2006-01,2006-02,JSAEZC21S00151696,1CEE244,WA,23-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,1.5,Petrol,Automatic,266155,km,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060927/motor-vehicles-motor-cycles/2006-suzuki-swift-ez-automatic-hatchback,"Medium Scratch on Various Panels
Seat Torn Driver Seat
Front Seat Stains Both
Engine Smoke visible
Both Cracked bumper.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 44E",,,,sold,17.0,"$1,609",2025-06-26
2007,Holden,Captiva,LX (4x4) CG Automatic 7 Seats Wagon,Wagon,7.0,2007-04,2007-06,KL3CD26GJ7B107228,1CSI272,WA,03/10/2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.2,Petrol,Automatic,206433,km,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060928/motor-vehicles-motor-cycles/2007-holden-captiva-lx-4x4-cg-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Medium Scratch on Multitude of minor scratches along both sides
Large Scuff on Rear passenger side
Medium Dent on Rear bumper","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 42e",,,,sold,19.0,"$1,809",2025-06-26
2010,Volkswagen,Polo,66 TDI Comfortline 6R Turbo Diesel Manual Hatchback,Hatchback,5.0,2010-10,"Cannot open boot, there fore compliance inaccessible.",WVWZZZ6RZBU014756,1DMV261,WA,20-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,1.6,Diesel,Manual,161613,km,Silver,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060929/motor-vehicles-motor-cycles/2010-volkswagen-polo-66-tdi-comfortline-6r-turbo-diesel-manual-hatchback,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Multiple along passenger side
Hood Lining Sagging","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 39e",,,,sold,41.0,"$3,200",2025-06-26
2013,Fiat,Punto,EASY Automatic Hatchback,Hatchback,5.0,2013-07,2014-11,ZFA1990000P001686,1GUA101,WA,13-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,1.4,Petrol,Automatic,164891,km,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060930/motor-vehicles-motor-cycles/2013-fiat-punto-easy-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 21E",,,,sold,13.0,"$1,250",2025-06-26
2008,Holden,Commodore,SS VE Automatic Ute,Ute,2.0,2008-02,2008-02,6G1EK42H78L148680,1EMP393,WA,20-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,8.0,6.0,Petrol,Automatic,208705,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060931/motor-vehicles-motor-cycles/2008-holden-commodore-ss-ve-automatic-ute,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 20E",,,,sold,164.0,"$14,600",2025-06-26
2004,Mazda,RX-8,Manual Coupe,Coupe,4.0,2004-06,2004-07,JM0FE103100102324,1BTA797,WA,"28-03-2025 - Please note this vehicle license has expired, but can be paid until 28/06/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,0.0,1.3,Petrol,Manual,139192,km,Red,Multi,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9060932/motor-vehicles-motor-cycles/2004-mazda-rx-8-manual-coupe,"Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required
Seat Torn Front
Paint fading various panels
Seat Torn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 24E",,,,sold,36.0,"$3,709",2025-06-26
2018,Kia,Carnival,Platinum YP T/Diesel Auto - 8 Speed 7 Seats People Mover,People Mover,7.0,2018-04,2018-05,KNAMC81AMK6455578,no plates,QLD,"Sold Unregistered, Without Plates",0.0,4.0,2.2,Diesel,Automatic - 8 Speed,213062,km,White,Cream Leather,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060933/motor-vehicles-motor-cycles/2018-kia-carnival-platinum-yp-t-diesel-auto-8-speed-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Front Seat Stains Both
Back Seat Stains.
Body/panel damage front end - cut wiring and cracked reservoir","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 2F",,,,sold,94.0,"$8,100",2025-06-26
2017,Land,Rover,RANGE ROVER VELAR D240 R-DYNAMIC SE Turbo Diesel Auto,Wagon,5.0,2017-06,2017-09,SALYA2AN7JA706067,,,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic - 8 Speed,76216,km,Silver,Black Leather,Yes,Yes,No,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515812/motor-vehicles-motor-cycles/2017-land-rover-range-rover-velar-d240-r-dynamic-se-turbo-diesel-auto,"Front Seat worn Both
Large Scratch on RH rear guard
Dents or marks on body consistent with age and kilometres.
Medium Dent on LH rear guard","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-113 GV349836",,,,sold,268.0,"$32,100",2025-06-26
2010,Holden,Sportwagon,SV6 VE Automatic Wagon,Wagon,5.0,2010-01,2010-01,6G1EK8EV3AL431348,2BS4GN,VIC,30-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.6,Petrol,Automatic,250606,km,Blue,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051128/motor-vehicles-motor-cycles/2010-holden-sportwagon-sv6-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various parts of panel
Paint fading Various parts of panel
Paint cracked Various parts of panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 746 (347642)",,,,sold,35.0,"$2,709",2025-07-25
2015,Mazda,CX-5,Maxx Sport KE Automatic Wagon,Wagon,5.0,2015-11,2015-12,JM0KE107200353527,1GM5HG,VIC,06-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,251051,km,Red,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051208/motor-vehicles-motor-cycles/2015-mazda-cx-5-maxx-sport-ke-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various parts of panel
Paint cracked Various parts of panel
Large Scuff on Various parts of panel
Engine light ON","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 345 (350460)",,,,sold,65.0,"$6,600",2025-07-25
2016,Hyundai,Accent,Active RB CVT Hatchback,Hatchback,5.0,2016-05,2016-06,KMHCT51BTGU296121,1HV6YH,VIC,27-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.4,Petrol,CVT,198660,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051209/motor-vehicles-motor-cycles/2016-hyundai-accent-active-rb-cvt-hatchback,"Engine light ON
Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various parts of panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 481 (350469)",,,,sold,52.0,"$3,800",2025-07-25
