year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,time_remaining_or_date_sold
2011,Ford,Ranger,XL (4x2) PK Turbo Diesel Automatic Crew Cab Chassis,Crew Cab Chassis,5.0,2011-03,2011-04,MNAUSEE90BW941052,1DQD653,WA,15-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,3.0,Diesel,Automatic,226097,km,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060855/motor-vehicles-motor-cycles/2011-ford-ranger-xl-4x2-pk-turbo-diesel-automatic-crew-cab-chassis,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Corrosion visible tray","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 33d",,,,sold,53.0,"$3,966",2025-06-26
2014,FORD,TERRITORY,TX SZ II Automatic 7 Seats Wagon,Wagon,7.0,2014-11,2014-11,6FPAAAJGATEA74686,1ESC721,WA,31-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,4.0,Petrol,Automatic,115976,km,Gold,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060856/motor-vehicles-motor-cycles/2014-ford-territory-tx-sz-ii-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 46D",,,,sold,114.0,"$10,150",2025-06-26
2007,BMW,1,16i E87 Manual Hatchback,Hatchback,5.0,2007,2007-09,WBAUE12000PB26291,1CSI198,WA,"23-06-2025 - Please note this vehicle license has expired, but can be paid until 23/09/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates.",2.0,4.0,1.6,Petrol,Manual,224565,km,Black,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9060857/motor-vehicles-motor-cycles/2007-bmw-1-16i-e87-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
front bumper Cracked bumper.
Paint fading various panels
rear Cracked bumper.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 18d",,,,sold,34.0,"$2,500",2025-06-26
2014,Toyota,Tarago,Ultima V6 GSR50R Automatic 7 Seats People Mover,People Mover,7.0,2014-05,2014-08,JTEGS54M80A012602,1ILI997,WA,08-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.5,Petrol,Automatic,187519,km,Black,Beige Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9060858/motor-vehicles-motor-cycles/2014-toyota-tarago-ultima-v6-gsr50r-automatic-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Front Seat worn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 37D",,,,sold,170.0,"$16,000",2025-06-26
2013,FORD,RANGER,XLT 4X4 PX Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2013-04,Unable to locate,MNAUMFF50DW185081,1ELZ286,WA,20-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,5.0,3.2,Diesel,Automatic,301080,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060859/motor-vehicles-motor-cycles/2013-ford-ranger-xlt-4x4-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Seat Torn driver seat
Paint fading rear tyre fenders
Medium Scuff on bull bar","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 50d",,,,sold,87.0,"$8,300",2025-06-26
2012,Peugeot,508,GT Turbo Diesel Automatic Sedan,Sedan,5.0,2012-04,2012-06,VF38D4HLACL040826,1GSI049,WA,"21-06-2025 - Please note this vehicle license has expired, but can be paid until 21/09/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates.",2.0,4.0,2.2,Diesel,Automatic,210112,km,Black,Brown Leather,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060860/motor-vehicles-motor-cycles/2012-peugeot-508-gt-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Paint peeling boot
Medium Scratch on various minor scratches
Engine noise observed.
Seat Torn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 10c",,,,sold,17.0,"$1,700",2025-06-26
2009,Holden,Sportwagon,International VE Automatic Wagon,Wagon,5.0,2009-12,2009-12,6G1EK8EF4AL424708,No plates,WA,"Sold Unregistered, Without Plates",0.0,6.0,3.0,Petrol,Automatic,271672,km,Gold,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060866/motor-vehicles-motor-cycles/2009-holden-sportwagon-international-ve-automatic-wagon,"Medium Scratch on various panels
Medium Scuff on various panels
Corrosion visible bonnet
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Seat Torn driver","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 36b",,,,sold,3.0,$209,2025-06-26
2006,Holden,Commodore,Omega VE Automatic Sedan,Sedan,5.0,2006-08,2006-08,6G1EK52B37L854254,1CHQ395,WA,14-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.6,Petrol,Automatic,281687,km,Dark Blue,Grey,Yes,No,Yes,Yes,No,WA,https://www.grays.com/lot/0001-9060867/motor-vehicles-motor-cycles/2006-holden-commodore-omega-ve-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on either side
Engine light ON","CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 35g",,,,sold,4.0,$209,2025-06-26
2016,Ford,Ecosport,Trend BK Automatic Wagon,Wagon,5.0,2016-11,2017-01,MAJBXXMRKBGS74929,1GYO199,WA,10-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,1.5,Petrol,Automatic,114384,km,Brown,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060868/motor-vehicles-motor-cycles/2016-ford-ecosport-trend-bk-automatic-wagon,"Engine light ON
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 23b",,,,sold,51.0,"$3,409",2025-06-26
2017,Volkswagen,Amarok,TDI420 2H Turbo Diesel Automatic - 8 Speed Dual Cab,Dual Cab Chassis,5.0,Unable to locate,2017-04,WV1ZZZ2HZHA012858,1GII265,WA,30-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Diesel,Automatic - 8 Speed,196267,km,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060872/motor-vehicles-motor-cycles/2017-volkswagen-amarok-tdi420-2h-turbo-diesel-automatic-8-speed-dual-cab,"Dents or marks on body consistent with age and kilometres.
Back Seat Stains.
Seat Torn driver
Large Dent on tub","Air Conditioning, Auto Control, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 10E",,,,sold,107.0,"$9,600",2025-06-26
2002,Mercedes,Benz,CLK200 Komp Avantgarde A208 Automatic Convertible,Convertible,4.0,2002-08,Unable to locate,WDB2084442T132293,1HFY198,WA,"8-06-2025 - Please note this vehicle license has expired, but can be paid until 8/09/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates.",2.0,4.0,2.0,Petrol,Automatic,284082,km,Silver,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060873/motor-vehicles-motor-cycles/2002-mercedes-benz-clk200-komp-avantgarde-a208-automatic-convertible,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various Panels
Seat Torn Front Seats
Door card Damaged.
Rear Cracked bumper.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 8E",,,,sold,8.0,$509,2025-06-26
2006,Nissan,Navara,ST-R (4x4) D22 Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2006-12,2006-12,JN1CNUD22A0064719,no plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,3.0,Diesel,Manual,277226,km,Black,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060874/motor-vehicles-motor-cycles/2006-nissan-navara-st-r-4x4-d22-turbo-diesel-manual-dual-cab,"Medium Scuff on Various Panels
Paint fading Various Panels
Engine Oil Leak
Engine lacks power
Flat Battery. Jump start or towing required
Carpet worn in places.
Corrosion visible Various Panels
Seat Torn Front
Back Seat Stains.
Front Seat worn Both","Air Conditioning, CD Player, Central Locking, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 35D",,,,sold,5.0,$409,2025-06-26
2013,VOLKSWAGEN,CADDY,VAN TDI320 MAXI Turbo Diesel Automatic Van,Van,2.0,Unable to locate,Unable to locate,WV1ZZZ2KZDX068314,1EDE093,WA,12/08/2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Diesel,Automatic,345981,km,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060875/motor-vehicles-motor-cycles/2013-volkswagen-caddy-van-tdi320-maxi-turbo-diesel-automatic-van,"Driveline requires attention, recommend inspection by qualified third party
Front Cracked bumper.
Door card Damaged.
Seat Torn driver
Damaged FL foglight
Medium Dent on various panels
Large Scuff on various panels","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 1E",,,,sold,15.0,"$1,409",2025-06-26
2013,Kia,Grand,Carnival SLi VQ Automatic 8 Seats People Mover,People Mover,8.0,2013-01,2013-03,KNAMH817MD6529176,1GNK179,WA,22-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.5,Petrol,Automatic,196472,km,Silver,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060876/motor-vehicles-motor-cycles/2013-kia-grand-carnival-sli-vq-automatic-8-seats-people-mover,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Seat Torn Driver
rear Cracked bumper.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 40C",,,,sold,38.0,"$3,700",2025-06-26
2008,Ford,Ranger,XL (4x2) PJ Turbo Diesel Manual Cab Chassis,Cab Chassis,3.0,2008-04,2008-06,MNALSAE108W737791,no plates - plates to be removed,VIC,"Sold Unregistered, Without Plates",2.0,4.0,2.5,Diesel,Manual,235271,km,White,Grey,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9060877/motor-vehicles-motor-cycles/2008-ford-ranger-xl-4x2-pj-turbo-diesel-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various Panels","CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 3E",,,,sold,39.0,"$2,950",2025-06-26
2011,Toyota,Camry,Altise ACV40R Automatic Sedan,Sedan,5.0,2011-08,2011-08,6T153BK400X123410,1DSO489,WA,29-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.4,Petrol,Automatic,201985,km,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060878/motor-vehicles-motor-cycles/2011-toyota-camry-altise-acv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 11E",,,,sold,56.0,"$5,500",2025-06-26
2006,Volkswagen,Jetta,2.0 Turbo FSI 1KM Automatic Sedan,Sedan,5.0,2006-08,2006-11,WVWZZZ1KZ7M023569,1CLC065,WA,16-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Petrol,Automatic,164494,km,Silver,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060879/motor-vehicles-motor-cycles/2006-volkswagen-jetta-2-0-turbo-fsi-1km-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on front bumper
Engine light ON
Airbag light ON
Seat Torn driver
Front Seat worn all","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 2e",,,,sold,18.0,"$1,609",2025-06-26
2006,Holden,Commodore,SS VE Automatic Sedan(WOVR-INSPECTED),Sedan,5.0,2006-09,2006-09,6G1EK54H97L876518,No plates,WA,"Sold Unregistered, Without Plates",0.0,8.0,6.0,Petrol,Automatic,203669,km,Orange,Multi,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060881/motor-vehicles-motor-cycles/2006-holden-commodore-ss-ve-automatic-sedan-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Paint fading Various Panels
Engine idling rough
Engine noise observed.
Door card Damaged.
Front Seat Stains both
Seat Torn rear","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 5E",,,,sold,77.0,"$4,500",2025-06-26
2009,Hyundai,i30,SX FD Automatic Hatchback,Hatchback,5.0,2009-11,2010-01,KMHDB51EMAU234676,1DGZ527,WA,31-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Petrol,Automatic,382122,km,Silver,Charcoal,Yes,No,No,Yes,Yes,WA,https://www.grays.com/lot/0001-9060882/motor-vehicles-motor-cycles/2009-hyundai-i30-sx-fd-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 7E",,,,sold,27.0,"$1,709",2025-06-26
2009,Kia,Sportage,LX (FWD) KM Automatic Wagon,Wagon,5.0,2009-12,2010-07,KNAKH812MA7718125,no plates - plates to be removed,VIC,"Sold Unregistered, Without Plates",2.0,4.0,2.0,Petrol,Automatic,128078,km,Black,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060883/motor-vehicles-motor-cycles/2009-kia-sportage-lx-fwd-km-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various Panels
Flat Battery. Jump start or towing required
Seat Torn driver","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 13E",,,,sold,21.0,"$2,009",2025-06-26
2004,FORD,FALCON,XT BA Automatic Sedan,Sedan,5.0,2004-03,2004-03,6FPAAAJGSW4A85270,1BZR473,WA,27-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,4.0,Petrol,Automatic,241590,km,Silver,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060884/motor-vehicles-motor-cycles/2004-ford-falcon-xt-ba-automatic-sedan,"Front Seat worn Driver
Dents or marks on body consistent with age and kilometres.
Front Seat Stains Both
Hood Lining Sagging","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 42D",,,,sold,13.0,"$1,109",2025-06-26
2011,Mercedes,Benz,E250 Elegance C207 T/D Auto Coupe(WOVR-INSPECTED),Coupe,4.0,2011-06,2012-06,WDD2073032F133714,No plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,2.1,Diesel,Automatic,125961,km,Silver,Black Leather,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9060885/motor-vehicles-motor-cycles/2011-mercedes-benz-e250-elegance-c207-t-d-auto-coupe-wovr-inspected,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Medium Scuff on front bumper
Medium Scratch on rear passenger quarter panel","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 14e",,,,sold,38.0,"$2,900",2025-06-26
2009,Volkswagen,Passat,CC 125TDI 3CC Turbo Diesel Automatic Coupe,Coupe,4.0,2009-07,2009-10,WVWZZZ3CZAE510935,No plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic,130673,km,Silver,Beige Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060886/motor-vehicles-motor-cycles/2009-volkswagen-passat-cc-125tdi-3cc-turbo-diesel-automatic-coupe,"Dents or marks on body consistent with age and kilometres.
Rear Cracked bumper.
Front Seat worn Both
Engine light ON
Traction control light ON
Airbag light ON
Other Warning light ON","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 6E",,,,sold,17.0,"$1,700",2025-06-26
2015,JEEP,CHEROKEE,TRAILHAWK 4X4 KL 9 auto Wagon,Wagon,5.0,Unable to locate.,2015-03,1C4PJMFS8FW644024,No plates,WA,"Sold Unregistered, Without Plates",0.0,6.0,3.2,Petrol,Automatic,167007,km,Red,Black Leather,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060887/motor-vehicles-motor-cycles/2015-jeep-cherokee-trailhawk-4x4-kl-9-auto-wagon,"Medium Dent on From driver side fender
Paint fading Various Panels
Other Warning light ON
Traction control light ON
Damaged front left","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 48D",,,,sold,18.0,"$1,800",2025-06-26
2008,Land,Rover,Range Rover Sport TDV8 Turbo Diesel Automatic Wagon,Wagon,5.0,2008-04,2008-05,SALLSAA238A177385,1GZN467,WA,30-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,8.0,3.6,Diesel,Automatic,165587,km,White,Cream Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060892/motor-vehicles-motor-cycles/2008-land-rover-range-rover-sport-tdv8-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Leather Trim, Park Distance Control Rear, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 33e",,,,sold,99.0,"$10,250",2025-06-26
2017,Infiniti,QX30,Premium H154 Automatic Hatchback,Hatchback,5.0,2017-01,2018-06,SJKDCNH15A1036195,1IGB426,WA,19-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Petrol,Automatic,80826,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060893/motor-vehicles-motor-cycles/2017-infiniti-qx30-premium-h154-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on driver door
Other Warning light ON
Front Seat worn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 31e",,,,sold,75.0,"$10,500",2025-06-26
2008,Nissan,Dualis,Ti (4x4) J10 CVT Wagon,Wagon,5.0,2008-02,2008-09,SJNFBNJ10A1190089,1CUW514,WA,29-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Petrol,CVT,342812,km,White,Black Leather,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9060894/motor-vehicles-motor-cycles/2008-nissan-dualis-ti-4x4-j10-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Large Dent on rear passenger door","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 9e",,,,sold,17.0,"$1,509",2025-06-26
2013,Nissan,Pathfinder,ST R52 CVT 7 Seats Wagon,Wagon,7.0,2013-09,2014-01,5N1AR2MNXEC623235,No plates,WA,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,6.0,3.5,Petrol,CVT,179319,km,Grey,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060895/motor-vehicles-motor-cycles/2013-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat Stains Both
Seat Torn Drivers
Engine light ON
Transmission Requires attention Strongly recommend inspection by qualified third party
Steering requires attention.","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 44C",,,,sold,10.0,"$1,000",2025-06-26
2016,Ford,Mondeo,Ambiente MD Turbo Diesel Automatic Wagon,Wagon,5.0,2016-10,2016-12,WF0FXXWPCFGY68771,1HIK832,WA,31-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Diesel,Automatic,255557,km,White,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060896/motor-vehicles-motor-cycles/2016-ford-mondeo-ambiente-md-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Large Dent on rear passenger quarter panel
Front Seat worn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 22e",,,,sold,59.0,"$5,400",2025-06-26
2014,Kia,Cerato,S YD Automatic Sedan,Sedan,5.0,2014-08,2014-10,KNAFK416MF5331006,1GXL184,WA,30-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,1.8,Petrol,Automatic,150996,km,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9060897/motor-vehicles-motor-cycles/2014-kia-cerato-s-yd-automatic-sedan,"Engine noise observed.
Engine idling rough
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 17E",,,,sold,42.0,"$3,709",2025-06-26
2012,Jeep,Patriot,Limited MK CVT Wagon,Wagon,5.0,2012-01,2012-03,1C4NJREB9CD587135,1DWA697,WA,02-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.4,Petrol,CVT,184362,km,Dark Grey,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060898/motor-vehicles-motor-cycles/2012-jeep-patriot-limited-mk-cvt-wagon,"Mechanic advises - excessive noise from transmission, loud whine adjacent to speed. manual shift does not operate + transmission assembly requires replacement.
Dents or marks on body consistent with age and kilometres.
Medium Dent on rear driver quarter panel
Medium Scuff on front and rear bumper
Medium Scratch on various along passenger side
Seat Torn driver","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Roof Rail, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 18f",,,,sold,4.0,$309,2025-06-26
