year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2015,Subaru,Liberty,2.5i Premium B6 CVT Sedan,Sedan,5.0,2015-10,2015-11,JF1BN9KC2FG006222,EBJ75N,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Petrol,CVT,119205,km,Maroon,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911600/motor-vehicles-motor-cycles/2015-subaru-liberty-2-5i-premium-b6-cvt-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2008,Mercedes,Benz,B200 W245 CVT Hatchback,Hatchback,5.0,2008-03,2008-05,WDD2452332J364742,ECV72B,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,CVT,168476,km,Silver,Cream Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911601/motor-vehicles-motor-cycles/2008-mercedes-benz-b200-w245-cvt-hatchback,"Suspension requires attention
Airbag light ON
Paint fading Left guard
Medium Dent on Drivers door
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2016,Holden,Colorado,4X4 LX RG Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2016-02,2010-03,MMU148DK0GH639511,YDO87R,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.8,Diesel,Manual,236204,km,Black,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911605/motor-vehicles-motor-cycles/2016-holden-colorado-4x4-lx-rg-turbo-diesel-manual-dual-cab,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",95.0,,,referred
2015,JEEP,GRAND,CHEROKEE LIMITED WK Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2015-09,2015-12,1C4RJFFM1FC144973,DBW18Q,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3,Turbo Diesel,Automatic - 8 Speed,140604,km,Maroon,Tan Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911606/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-limited-wk-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Front grill
Windscreen Chipped or Cracked.","Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",45.0,,,referred
2013,Hyundai,i40,Active VF Automatic Sedan,Sedan,5.0,2013-10,2013-11,KMHLB41DMEU044824,CZ28SX,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,239820,km,Silver,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911608/motor-vehicles-motor-cycles/2013-hyundai-i40-active-vf-automatic-sedan,"Medium Scuff on Rear bumper, left sill
Medium Dent on On boot lid","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2018,Nissan,Navara,4X2 RX SERIES 3 Turbo Diesel Manual Cab Chassis,Cab Chassis,2.0,2018-07,2018-07,MNTDB2D23A0002118,YIW06G,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Diesel,Manual,174026,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911610/motor-vehicles-motor-cycles/2018-nissan-navara-4x2-rx-series-3-turbo-diesel-manual-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Nudge bar, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2014,Nissan,Navara,ST-R (4x4) D22 Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2014-09,2014-10,MNTCPUD22A0026495,DFH46V,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Diesel,Manual,162931,km,Dark Blue,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911612/motor-vehicles-motor-cycles/2014-nissan-navara-st-r-4x4-d22-turbo-diesel-manual-dual-cab,"Paint fading On roof
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Location: 46 Clyde Street, Hamilton North, NSW, 2292",47.0,,,referred
2009,Nissan,Navara,ST-X (4x4) D40 Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2009-05,2009-07,VSKCVND40A0351832,BLI97J,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,241303,km,Brown,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10911613/motor-vehicles-motor-cycles/2009-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,"Paint fading Roof, tops of doors,
Dents or marks on body consistent with age and kilometres.","Air conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Nudge bar, Power Steering, Reversing camera, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2017,Kia,Cerato,Sport YD Automatic Hatchback,Hatchback,5.0,2017-06,2017-07,KNAFK517MJ5736574,DPH68K,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,218601,km,White,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10911616/motor-vehicles-motor-cycles/2017-kia-cerato-sport-yd-automatic-hatchback,"Medium Scratch on Left rear quarter
Light hail damage visible.","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",89.0,,,referred
2013,Mazda,3,Neo BL Automatic Sedan,Sedan,5.0,2013-08,2013-08,JM0BL10F200435074,FPN89R,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,135336,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911617/motor-vehicles-motor-cycles/2013-mazda-3-neo-bl-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers
Medium Dent on Left rear quarter","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",48.0,,,referred
2017,Ford,EVEREST,TREND 4WD UA Turbo Diesel Automatic Wagon,Wagon,5.0,2017-09,2017-10,MNAAXXMAWAHC43071,DSQ58V,NSW,"Sold Unregistered, Without Plates",0.0,5.0,3.2,Diesel,Automatic,226706,km,Dark Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911618/motor-vehicles-motor-cycles/2017-ford-everest-trend-4wd-ua-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Bull bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2011,Mitsubishi,Challenger,LS (4x4) PB Turbo Diesel Automatic Wagon,Wagon,5.0,2011-12,2012-02,MMAGYKH40CF001421,CEO80X,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,205993,km,Brown,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911620/motor-vehicles-motor-cycles/2011-mitsubishi-challenger-ls-4x4-pb-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bull bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2004,Ford,Focus,CL LR Automatic Sedan,Sedan,5.0,2004-10,2005-01,WF0FXXWPDF4Y85607,DN29XM,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,150887,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911621/motor-vehicles-motor-cycles/2004-ford-focus-cl-lr-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Roof, boot, tops of roof rails,","Air conditioning, CD Player, Central Locking, Driver Airbag, Power Steering, Roof Rail, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2010,Mitsubishi,Lancer,ES CJ Manual Sedan,Sedan,5.0,2010-06,2010-07,JMFSNCY4AAU004737,BG44HV,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Manual,224222,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911622/motor-vehicles-motor-cycles/2010-mitsubishi-lancer-es-cj-manual-sedan,"Paint peeling On bonnet, roof, boot, tops of all doors, guards, rear bumper,
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2020,LDV,D90,4WD Executive Turbo Diesel Automatic - 8 Speed 7 Seats Wagon,Wagon,7.0,2020-02,2020-04,LSFA431C3LA047856,FEZ97W,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic - 8 Speed,63029,km,White,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911623/motor-vehicles-motor-cycles/2020-ldv-d90-4wd-executive-turbo-diesel-automatic-8-speed-7-seats-wagon,"Engine light ON
Flat Battery. Jump start or towing required","Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2005,Toyota,Hilux,SR (4x4) KUN26R Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2005-04,2005-05,MR0FZ22G001001165,AF65NF,NSW,"Sold Unregistered, Without Plates",0.0,4.0,3,Diesel,Manual,329832,km,White,Grey,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10911625/motor-vehicles-motor-cycles/2005-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Right guard
Corrosion visible Around vehicle","Air conditioning, Bull Bar, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2000,Toyota,Hiace,Commuter RZH125R Manual 7 Seats Bus,Bus,7.0,2000-10,2000-11,JT743UHC704004750,QVK015,VIC,22-02-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Manual,148251,km,White,Grey,Yes,No,No,Yes - Print Out.,Yes,VIC,https://www.grays.com/lot/0001-21051099/motor-vehicles-motor-cycles/2000-toyota-hiace-commuter-rzh125r-manual-7-seats-bus,"Front Seat worn.
Dents or marks on body consistent with age and kilometres.
Large Scratch on Various parts of panel
Corrosion visible Various parts of panel","Central Locking, Power Steering, Third Row Seat, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1218A (346340)",0.0,,,referred
2016,Kia,Carnival,Platinum YP Automatic 8 Seats People Mover,People Mover,8.0,2016-11,2016-10,KNAMC811MH6287244,1JV2ZT,VIC,13-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.3,Petrol,Automatic,161017,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051205/motor-vehicles-motor-cycles/2016-kia-carnival-platinum-yp-automatic-8-seats-people-mover,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 398 (350556)",0.0,,,referred
2006,Toyota,Corolla,Ascent ZZE122R Manual Hatchback,Hatchback,5.0,2006-12,2006-12,JTDKR22EX00283199,UOO184,VIC,11-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Manual,224723,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051224/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-zze122r-manual-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 960 (350402)",0.0,,,referred
2014,Jeep,Cherokee,LIMITED 4X4 KL 9 auto Wagon,Wagon,5.0,2014-11,2015-01,1C4PJMHS7FW597923,AEA603,VIC,27-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.2,Petrol,Automatic,150624,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051229/motor-vehicles-motor-cycles/2014-jeep-cherokee-limited-4x4-kl-9-auto-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, N/I, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 367 (350401)",0.0,,,referred
2010,Mitsubishi,Triton,4X2 GLX MN Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2010-02,2010-03,MMAJRKA40AD012360,XRW641,VIC,30-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Diesel,Automatic,304596,km,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051267/motor-vehicles-motor-cycles/2010-mitsubishi-triton-4x2-glx-mn-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear drivers side
Medium Scratch on front bumper
Corrosion visible around the car
Medium Dent on rear tail gate","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 373 (350466)",0.0,,,referred
2011,Nissan,Dualis,Ti (4x2) J10 CVT Wagon,Wagon,5.0,2011-07,2011-09,SJNFBAJ10A2342000,1JV5EE,VIC,21-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,CVT,203117,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051268/motor-vehicles-motor-cycles/2011-nissan-dualis-ti-4x2-j10-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 234 (350727)",0.0,,,referred
2012,Nissan,Navara,DUAL CAB RX 4X2 D40 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2012-11,2013-01,MNTVCGD40A0003866,1WR5PE,VIC,"Sold Unregistered, Without Plates.",,4.0,2.5,Diesel,Automatic,261941,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051279/motor-vehicles-motor-cycles/2012-nissan-navara-dual-cab-rx-4x2-d40-turbo-diesel-automatic-dual-cab,"Paint peeling Bonnet
Medium Dent on rear drivers and paint removed
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front drivers","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Racks, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 469 (350490)",22.0,,,referred
2007,Audi,All,Road C6 Turbo Diesel Automatic Wagon,Wagon,5.0,2007-05,2007-08,WAUZZZ4F27N170080,ZID626,VIC,19-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3,Diesel,Automatic,261455,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051284/motor-vehicles-motor-cycles/2007-audi-all-road-c6-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various
Engine light ON","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 791 (350397)",0.0,,,referred
2014,Nissan,Qashqai,TI J11 II CVT Wagon,Wagon,5.0,2014-05,2014-08,SJNFBAJ11A1113166,2AO7AC,VIC,Current - 17/07/2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,CVT,173471,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051287/motor-vehicles-motor-cycles/2014-nissan-qashqai-ti-j11-ii-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 604 (350599)",0.0,,,referred
2004,Ford,Territory,TX (RWD) SX Automatic 7 Seats Wagon (WOVR-INSPECTED),Wagon,7.0,2004-10,2004-10,6FPAAAJGAT4Y68596,XRA609,VIC,23-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,4,Petrol,Automatic,255233,km,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051288/motor-vehicles-motor-cycles/2004-ford-territory-tx-rwd-sx-automatic-7-seats-wagon-wovr-inspected,"Large Scuff on Various
Dents or marks on body consistent with age and kilometres.
Large Scratch on Various
Body/panel damage Various
Large Dent on Various
Boot Door not Working
Other Warning light ON","Air Conditioning, CD Player, Central Locking, 660, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Roof Rail, 1795, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 713 (350375)",0.0,,,referred
2017,Holden,Captiva,7 LS 2WD CG II Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2017-05,2017-07,KL3CA2669HB771753,1KW4NZ,VIC,08-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.2,Diesel,Automatic,159364,km,Blue,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051289/motor-vehicles-motor-cycles/2017-holden-captiva-7-ls-2wd-cg-ii-turbo-diesel-automatic-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1042 (350602)",0.0,,,referred
2014,Hyundai,i30,Premium GD Turbo Diesel Automatic Hatchback,Hatchback,5.0,2014-08,2014-10,KMHD351UMEU228046,1DI6BE,VIC,10-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.6,Diesel,Automatic,259012,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051291/motor-vehicles-motor-cycles/2014-hyundai-i30-premium-gd-turbo-diesel-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on rear bumper
Medium Scratch on around the car","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 258A (350567)",0.0,,,referred
2000,Mercedes,Benz,C200 Classic W202 Automatic Sedan,Sedan,5.0,2000-01,2000-04,WDB2020202F946575,QKC201,VIC,04-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,Automatic,470118,km,Gold,Cream Leather,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051292/motor-vehicles-motor-cycles/2000-mercedes-benz-c200-classic-w202-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various along panels
Paint peeling Front bumper
Paint fading Bonnet","Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 302 (350613)",0.0,,,referred
2011,Audi,A4,2.0 TFSI Quattro B8 Automatic Sedan,Sedan,5.0,2011-09,2012-03,WAUZZZ8K2CA051163,1MC9VS,VIC,17-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Premium Unleaded,Automatic,191613,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051293/motor-vehicles-motor-cycles/2011-audi-a4-2-0-tfsi-quattro-b8-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 21 (350600)",0.0,,,referred
2014,Audi,Q7,3.0 TDI quattro Turbo Diesel Automatic - 8 Speed 7 Seats Wagon,Wagon,7.0,2014-03,2014-04,WAUZZZ4L6ED032714,No plates,VIC,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,193335,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051299/motor-vehicles-motor-cycles/2014-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-8-speed-7-seats-wagon,"Flat Battery. Jump start or towing required
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 214 (349456)",0.0,,,referred
2008,BMW,X6,xDrive 35d E71 Turbo Diesel Automatic Coupe,Coupe,4.0,Unable to locate,2008-07,WBAFG02010LJ67899,2AW9MJ,VIC,15-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3,Diesel,Automatic,"176957 - Odometer discrepancy detected, see attached history report.",km,White,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051300/motor-vehicles-motor-cycles/2008-bmw-x6-xdrive-35d-e71-turbo-diesel-automatic-coupe,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 613 (350274)",0.0,,,referred
2011,Holden,Sportwagon,Omega VE Automatic Wagon,Wagon,5.0,2011-0,2011-05,6G1EK8E55BL546891,1FU1MG,VIC,14-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3,Petrol,Automatic,461424,km,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051303/motor-vehicles-motor-cycles/2011-holden-sportwagon-omega-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various along panel
Paint peeling Bonnet
Paint fading Back right panel
Engine light ON
Transmission Requires attention Strongly recommend inspection by qualified third party","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 198 (350557)",0.0,,,referred
